name,address,city,state,country,phone,website,domain,email,category,categories,rating,reviews_count,source,source_url,search_term,created_at,b2b_score,review_status,qualification_reason
TS Pisos - Pisos Vinílicos e Laminados em Cuiabá,"condominio esmeralda - Rod. Mário Andreaza, 80",Várzea Grande,Mato Grosso,Brazil,+55 65 99954-2248,https://www.tspisoslaminados.com.br/,tspisoslaminados.com.br,,Loja de pisos,Loja de pisos,5.0,29.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=TS%20Pisos%20-%20Pisos%20Vin%C3%ADlicos%20e%20Laminados%20em%20Cuiab%C3%A1&query_place_id=ChIJ_8_qwL6tnZMRwOiV7I5VboY,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
JF Decor Pisos Vinílicos,"DEPÓSITO PARA RETIRADAS COM AGENDAMENTO PRÉVIO - R. Estevão do Loreto, 29",São Paulo,São Paulo,Brazil,+55 11 96136-7953,https://www.jfdecorpisos.com.br/,jfdecorpisos.com.br,,Loja de pisos,Loja de pisos,4.5,22.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=JF%20Decor%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJI--HGnpdzpQRdKsJhBlf6C8,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Portobello Shop,"Av. Ville Roy, 949",Boa Vista,Roraima,Brazil,+55 95 99902-4174,http://www.portobelloshop.com.br/,portobelloshop.com.br,,Loja de pisos,Loja de pisos,4.7,22.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Portobello%20Shop&query_place_id=ChIJXURHWgsHk40Rig0qVPO40ds,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Loja de Piso Vinílico,"Av. Professor José Maria Alkmin, 602 - SL 02",São Paulo,São Paulo,Brazil,+55 11 2364-1411,https://www.lojadepisovinilico.com.br/,lojadepisovinilico.com.br,,Loja de pisos,Loja de pisos,4.6,20.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Loja%20de%20Piso%20Vin%C3%ADlico&query_place_id=ChIJ-_N9XxVVzpQRvN8ZjojaaYk,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
WR Pisos e Divisórias em Imperatriz,"R. Euclides da Cunha, 25",Imperatriz,Maranhão,Brazil,,,,,Comércio de materiais de construção,Comércio de materiais de construção,4.6,19.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=WR%20Pisos%20e%20Divis%C3%B3rias%20em%20Imperatriz&query_place_id=ChIJJaz--l9fxZIRSPb44y9YkQw,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; strong rating
Ville Rose Cerâmica,"Av. dos Imarés, 656",São Paulo,São Paulo,Brazil,+55 11 5536-4315,http://www.villeroseceramica.com.br/,villeroseceramica.com.br,,Loja de artigos em cerâmica,Loja de artigos em cerâmica,4.4,14.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Ville%20Rose%20Cer%C3%A2mica&query_place_id=ChIJMTz7bQtazpQR7Tx4UYb6Y08,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Piso Vinílico São Paulo,"Av. Paulista, 171 - 4 Andar",São Paulo,São Paulo,Brazil,+55 11 99545-5320,http://www.pisovinilicosaopaulo.com/,pisovinilicosaopaulo.com,,Loja de pisos,Loja de pisos,5.0,8.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20Vin%C3%ADlico%20S%C3%A3o%20Paulo&query_place_id=ChIJNVy3MT5ZzpQRSoAbN6LJuHA,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Maracaju Madeiras,,Colniza,Mato Grosso,Brazil,,,,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados,4.1,8.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Maracaju%20Madeiras&query_place_id=ChIJO4OVqoJbNZIRJ2D_p2iYTHs,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; strong rating
Atb Piso de Borracha,"R. Nonato Farias, 48",Fortaleza,Ceará,Brazil,+55 85 3274-4709,https://atbborrachas.com.br/,atbborrachas.com.br,,Comércio de Pneu,Comércio de Pneu,4.6,7.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atb%20Piso%20de%20Borracha&query_place_id=ChIJSwh1R_RRxwcRjvn0ux1OzeY,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
LDO Pisos Laminados Vinilicos Rodapés Vila Formosa Zona Leste Zona Oeste Zona Sul São Paulo,R. Salvador do Vale,São Paulo,São Paulo,Brazil,+55 11 99323-9333,http://www.dakotadecor.com.br/,dakotadecor.com.br,,Loja de pisos,Loja de pisos,4.2,5.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=LDO%20Pisos%20Laminados%20Vinilicos%20Rodap%C3%A9s%20Vila%20Formosa%20Zona%20Leste%20Zona%20Oeste%20Zona%20Sul%20S%C3%A3o%20Paulo&query_place_id=ChIJ4-jtVGhdzpQR6BCY131GpuM,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
MM Revestimentos Epoxi,"R. Maj. Delfino de Paula, 1809",Belo Horizonte,Minas Gerais,Brazil,+55 31 99210-4305,https://mmrevestimentosepoxi.com.br/,mmrevestimentosepoxi.com.br,,Prestador de serviços de construção civil,Prestador de serviços de construção civil,5.0,4.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=MM%20Revestimentos%20Epoxi&query_place_id=ChIJc8moSseRpgARnsFLaHuz8e4,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Aécio Tintas e Pisos (MAPEL),"Zap (89) 98133 - 1523Av. São Raimundo, 258",Teresina,Piauí,Brazil,+55 86 99409-3137,https://l.instagram.com/?u=https%3A%2F%2Flinktr.ee%2Faeciotintas&e=AT3kB31E9v3_pTs-GlexLVO9tucBuBQRERcunKWIBiAunoTUK-3XMVCv6DVkeZYJIfpOKaAIDpuhXAZVXQmqOGrFIhuPcLEOobIv_N1lySzl1KDh-NtBIKA,l.instagram.com,,Fabricante de tintas,Fabricante de tintas | Serviço de chapeamento,5.0,3.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=A%C3%A9cio%20Tintas%20e%20Pisos%20(MAPEL)&query_place_id=ChIJqc8S0y03jgcRtiToO0rnd78,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Atacado Dos Pisos Barato,,Paulista,Pernambuco,Brazil,,,,,Loja de materiais de construção,Loja de materiais de construção,4.7,3.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacado%20Dos%20Pisos%20Barato&query_place_id=ChIJWzkakAA-qwcRGcmtRiGB5Zs,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; strong rating
Autoridade Revestimentos,R. Estrela Dourada,Brusque,Santa Catarina,Brazil,,,,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Autoridade%20Revestimentos&query_place_id=ChIJdYfcD1RJ35QRvYd-c8COOVM,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; strong rating
MS Revestimentos,"Rod. Washington Luiz, 114",Duque de Caxias,Rio de Janeiro,Brazil,+55 21 2782-3358,http://msrevestimentosrj.com.br/,msrevestimentosrj.com.br,,Construtora,Construtora,5.0,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=MS%20Revestimentos&query_place_id=ChIJ808OV3t6mQARw2jmikNmsY0,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Loja Pisos Laminados e Vinílicos,"Av. Nazaré, 604",São Paulo,São Paulo,Brazil,+55 11 4114-3831,http://pisoslaminadosevinilicos.com.br/,pisoslaminadosevinilicos.com.br,,Loja de pisos,Loja de pisos,5.0,1.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Loja%20Pisos%20Laminados%20e%20Vin%C3%ADlicos&query_place_id=ChIJ8zHJROhbzpQRD1uU6kPiyX4,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Atacado dos pisos,"RJ-083, 636",São João de Meriti,Rio de Janeiro,Brazil,,,,,Loja de materiais de construção,Loja de materiais de construção,4.0,1.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacado%20dos%20pisos&query_place_id=ChIJeyMQMgBlmQARrX1Whm7XKbY,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; strong rating
Top Pisos - Laminados e Viníllicos,"R. das Rosas, 1705",Sinop,Mato Grosso,Brazil,+55 66 99683-4651,https://mechamenozap.com.br/top-pisos-laminados-e-vinillicos/,mechamenozap.com.br,,Serviço de laminação,Serviço de laminação,5.0,1.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Top%20Pisos%20-%20Laminados%20e%20Vin%C3%ADllicos&query_place_id=ChIJh-BHNQCBp5MRDdxlimJMBZo,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Norte Revest,"R. Rio Jutaí, 90",Manaus,Amazonas,Brazil,+55 92 98478-3033,,,,Loja de pisos,Loja de pisos,4.3,203.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Norte%20Revest&query_place_id=ChIJVVVuZV8FbJIR35U9CwRfmo4,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; phone available; strong rating; many reviews
Fábrica dos Pisos,"Av. dos Africanos, 112",São Luís,Maranhão,Brazil,+55 98 3302-2620,,,,Loja de pisos,Loja de pisos,4.2,198.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=F%C3%A1brica%20dos%20Pisos&query_place_id=ChIJ3ZW9Pu6P9gcR4ForhXLC3YY,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; phone available; strong rating; many reviews
Bella Casa Pisos Laminados e Vinílicos,"R. Pref. Aristides Largura, N° 86",Joinville,Santa Catarina,Brazil,+55 47 3085-3905,,,,Loja de pisos,Loja de pisos,5.0,153.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Bella%20Casa%20Pisos%20Laminados%20e%20Vin%C3%ADlicos&query_place_id=ChIJobVBzuKx3pQRK3vnGrCtIZU,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; phone available; strong rating; many reviews
Atacadão dos Pisos - Miguel Couto,"Av Henrique Dutra, Av. Henrique Duque Estrada Meyer, 60",Nova Iguaçu,RJ,Brazil,+55 21 3743-5274,,,,Loja de pisos,Loja de pisos,4.4,132.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20dos%20Pisos%20-%20Miguel%20Couto&query_place_id=ChIJC17S6-xomQARQhKKxy0CrYo,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; phone available; strong rating; many reviews
DECORAR PISOS VINILICOS E LAMINADOS BAIXADA SANTISTA,"R. Visc. de Cairu, 558",Praia Grande,São Paulo,Brazil,+55 13 97401-7684,,,,Loja de artigos domésticos,Loja de artigos domésticos,4.7,70.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=DECORAR%20PISOS%20VINILICOS%20E%20LAMINADOS%20BAIXADA%20SANTISTA&query_place_id=ChIJnzqNJ7IhzpQRmMVPfJ5E6l4,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; phone available; strong rating; many reviews
Madem Madeiras - Madeireira Porto Velho.,"R. Buenos Aires, 1875",Porto Velho,Rondônia,Brazil,+55 69 99918-1818,https://trakto.link/mademmadeiras,trakto.link,,Loja de madeiras,Loja de madeiras | Fabricante de vigas | Depósito | Fornecedor de pisos de madeira e laminados | Fornecedor de estruturas de madeira,5.0,43.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Madem%20Madeiras%20-%20Madeireira%20Porto%20Velho.&query_place_id=ChIJEztIgl5dMpIRB4mDe13ISlY,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
Deco Pisos | Pisos Laminados e Pisos Vinílicos | Rio de Janeiro - RJ,"R. Miguel Lemos, 41 - Sala 1011",Rio de Janeiro,Rio de Janeiro,Brazil,+55 21 99771-5563,https://www.decopisos.com.br/,decopisos.com.br,,Loja de pisos,Loja de pisos | Serviço de acabamento de pisos | Reformas | Fornecedor de pisos de madeira e laminados | Serviço de instalação de piso de madeira,5.0,36.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Deco%20Pisos%20%7C%20Pisos%20Laminados%20e%20Pisos%20Vin%C3%ADlicos%20%7C%20Rio%20de%20Janeiro%20-%20RJ&query_place_id=ChIJLwFfbBzVmwARUqnsBFD6IiE,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
"Premier Representações: Atende Varejo e Construtoras, Materiais de Construção, Pisos, Porcelanato, Cubas, Louças, iluminação",Whatzapp 85 - 981675461 A,Fortaleza,CE,Brazil,+55 85 99172-6888,"https://api.whatsapp.com/send?phone=5585991726888&text=Ol%C3%A1,%20te%20achei%20no%20Google,%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es.%20Meu%20nome%20%C3%A9:",api.whatsapp.com,,Fornecedor de materiais de construção,Fornecedor de materiais de construção | Loja de acessórios para banheiros | Loja de materiais de construção | Loja de materiais elétricos | Loja de pisos | Loja de artigos para reforma | Loja de Material Hidráulico | Loja de Iluminação | Loja de materiais para telhados | Fornecedor de revestimento,5.0,31.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Premier%20Representa%C3%A7%C3%B5es%3A%20Atende%20Varejo%20e%20Construtoras%2C%20Materiais%20de%20Constru%C3%A7%C3%A3o%2C%20Pisos%2C%20Porcelanato%2C%20Cubas%2C%20Lou%C3%A7as%2C%20ilumina%C3%A7%C3%A3o&query_place_id=ChIJey19vuxPxwcR_m0kdUGrqHs,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
"Forte Construir - Forros, divisória, pisos vinílicos e persianas","Conjunto Valparaíso - R. Quinze, 10",Ananindeua,Pará,Brazil,+55 91 98868-9631,https://sites.google.com/view/forte-construir/in%C3%ADcio,sites.google.com,,Loja de materiais de construção,Loja de materiais de construção | Loja de persianas | Consultor de construção civil | Instalador de carpetes | Loja de pisos | Loja de móveis | Vidraceiro | Fornecedor de forros de plástico e polietileno,4.9,31.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Forte%20Construir%20-%20Forros%2C%20divis%C3%B3ria%2C%20pisos%20vin%C3%ADlicos%20e%20persianas&query_place_id=ChIJhVAbA_eLpJIRBtj2pLu-mU0,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
"Global Prime Solutions - Pisos Vinílicos, Grama Sintética, Carpetes e Cadeiras de Escritório","Tv. da Estrella, 1021",Belém,Pará,Brazil,+55 91 3244-7848,http://www.globalps.com.br/,globalps.com.br,,Loja de materiais de construção,Loja de materiais de construção | Designer de interiores,4.6,24.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Global%20Prime%20Solutions%20-%20Pisos%20Vin%C3%ADlicos%2C%20Grama%20Sint%C3%A9tica%2C%20Carpetes%20e%20Cadeiras%20de%20Escrit%C3%B3rio&query_place_id=ChIJk19nKf-LpJIRgwzYAS6Ggmw,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
Pisatto Revestimentos,"R. Oscar Freire, 2203",São Paulo,São Paulo,Brazil,+55 11 3082-9693,http://www.pisatto.com/,pisatto.com,,Loja de pisos,Loja de pisos | Loja de equipamentos para decoração de bolos | Serviço de acabamento de pisos | Lixamento e polimento de pisos | Empreiteira para instalação/reparo de pisos | Decorador de interiores | Empreiteira de mármore | Marmoraria | Manutenção predial | Fornecedor de revestimento,4.8,22.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pisatto%20Revestimentos&query_place_id=ChIJg4rGEpBXzpQR2Tg6ICKqZZw,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; negative/bad-fit signal
COMERCIAL PARAIBA PISOS,"Av. Rio Branco, 2034",Mossoró,Rio Grande do Norte,Brazil,,,,,Comércio de materiais de construção,Comércio de materiais de construção,2.5,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=COMERCIAL%20PARAIBA%20PISOS&query_place_id=ChIJ7UsrOQAHugcR9GXvz5IindY,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal
Lápidecia - Placas - Fotos - Lápides - Construções - Revestimento - Túmulos,"R. Dr. Paulo Coelho Pereira, 449",Boa Vista,Roraima,Brazil,+55 95 98114-6269,https://loja.infinitepay.io/lapidecia,loja.infinitepay.io,,Loja de artigos para fotografia,Loja de artigos para fotografia | Fundição | Casa funerária | Lapidário | Marmoraria | Pintura | Serigrafia | Loja de placas | Loja,,,apify_google_maps,https://www.google.com/maps/search/?api=1&query=L%C3%A1pidecia%20-%20Placas%20-%20Fotos%20-%20L%C3%A1pides%20-%20Constru%C3%A7%C3%B5es%20-%20Revestimento%20-%20T%C3%BAmulos&query_place_id=ChIJzf0vynEJk40RNCx9EreZPXY,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; website available; phone available
Embramaco Porcelanato,R. da Tangerineira,Boa Vista,Roraima,Brazil,,,,,Loja de materiais de construção,Loja de materiais de construção,,,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Embramaco%20Porcelanato&query_place_id=ChIJw8s7nKAIk40RVROoHuWDkSY,,2026-06-01T09:36:46,8,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal
Sorocenter Pisos Laminados e vinilíco,"R. Ubirajara, 905",Sorocaba,São Paulo,Brazil,+55 15 3318-6755,,,,Loja de pisos,Loja de pisos | Loja de materiais de construção | Loja de artigos para reforma,4.7,137.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Sorocenter%20Pisos%20Laminados%20e%20vinil%C3%ADco&query_place_id=ChIJYWVrkCJgz5QRMKqtNjgcunE,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating; many reviews; negative/bad-fit signal
InoveStone Pisos & Revestimentos,"Rodovia CE-251, n° 4335",Aquiraz,Ceará,Brazil,+55 85 98712-3812,,,,Fabricante,Fabricante,5.0,44.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=InoveStone%20Pisos%20%26%20Revestimentos&query_place_id=ChIJG5w-UctbxwcRPFfeljwWqns,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Lojão dos Pisos,"Av. Oliveira Freire, 1832",São Paulo,São Paulo,Brazil,+55 11 2585-6000,,,,Loja de pisos,Loja de pisos,4.0,35.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Loj%C3%A3o%20dos%20Pisos&query_place_id=ChIJB7MGs7ljzpQRmpIarckSWXY,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Cris Revestimentos | Instalação de Pisos Vinílicos em Balneário Camboriú,"R. Sassafras, 942",Camboriú,Santa Catarina,Brazil,+55 47 99158-7362,,,,Prestador de serviços de construção civil,Prestador de serviços de construção civil | Serviço de instalação de piso de madeira,5.0,34.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Cris%20Revestimentos%20%7C%20Instala%C3%A7%C3%A3o%20de%20Pisos%20Vin%C3%ADlicos%20em%20Balne%C3%A1rio%20Cambori%C3%BA&query_place_id=ChIJWxzXC5u12JQRqcZlwpfKaNw,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Pifloor pisos Laminados e Vinílicos,"R. Carlos Ferreira de Aguiar, 88",Suzano,São Paulo,Brazil,+55 11 99992-4733,,,,Loja de pisos,Loja de pisos,5.0,30.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pifloor%20pisos%20Laminados%20e%20Vin%C3%ADlicos&query_place_id=ChIJC9fm86JwzpQReGcH21gQIno,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
smart home pisos,"Bervelly Hills - Av. Djalma Batista, 7 - Conjunto",Manaus,Amazonas,Brazil,+55 92 99118-6235,,,,Loja especializada em pisos de linóleo,Loja especializada em pisos de linóleo,4.0,25.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=smart%20home%20pisos&query_place_id=ChIJY2aXnSobbJIRjLtJlTnnooA,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Ceramica SB,R. di Sete,Boa Vista,Roraima,Brazil,+55 95 99129-5222,,,,Loja de artigos em cerâmica,Loja de artigos em cerâmica,4.4,17.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Ceramica%20SB&query_place_id=ChIJxxehxp0Dk40RZOJ8bsZBbM0,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
ATACADAO DA CERAMICA,"Av. Ismael José do Nascimento, 786-W",Tangará da Serra,Mato Grosso,Brazil,+55 65 99808-0322,,,,Loja de pisos,Loja de pisos,4.9,14.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=ATACADAO%20DA%20CERAMICA&query_place_id=ChIJSerdEFP7mJMRcDy0lwt97Vw,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
REVIX Revestimentos Especiais,"Shopping Tropical Center Rua Pelicano, R. das Pitangueiras, 506",Lauro de Freitas,BA,Brazil,+55 71 3512-0112,,,,Construtora,Construtora,4.9,13.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=REVIX%20Revestimentos%20Especiais&query_place_id=ChIJw_qRQwA-FgcRDxIx8civZOg,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Mutum Pisos (Vinílicos e Laminados),"Av. dos Pavões, 2089 - W fundos",Nova Mutum,Mato Grosso,Brazil,+55 65 99676-1538,,,,Loja de pisos,Loja de pisos,4.8,12.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Mutum%20Pisos%20(Vin%C3%ADlicos%20e%20Laminados)&query_place_id=ChIJ7zOJ7T8poJMRiaubl5612FQ,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Espaço Vinilico Piso & Revestimentos,"R. Raimundo Alves da Silva, 400",Campina Grande,Paraíba,Brazil,+55 83 99140-8000,,,,Loja de pisos,Loja de pisos,4.7,12.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Vinilico%20Piso%20%26%20Revestimentos&query_place_id=ChIJ4z9rlCwfrAcR3yg4_JEE-6Y,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
FG Pisos Vinílicos,,,,,+55 61 99683-2529,,,,Serviço de acabamento de pisos,Serviço de acabamento de pisos | Service establishment | Empreiteira para instalação/reparo de pisos,5.0,9.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=FG%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJj1qiw75MIEsRsJJVqUDvbdM,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Conceitto Pisos e Acabamentos,"R. Mal. Deodoro, 2497",Porto Velho,Rondônia,Brazil,+55 69 3224-0675,,,,Loja de pisos,Loja de pisos,4.8,8.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Conceitto%20Pisos%20e%20Acabamentos&query_place_id=ChIJazrSI3FdMpIRebxP-n7MXkI,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Velasco decorações piso Vinílico,"Av. Paes de Barros, 1900",São Paulo,São Paulo,Brazil,+55 11 94758-8155,,,,Loja de pisos,Loja de pisos,4.8,6.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Velasco%20decora%C3%A7%C3%B5es%20piso%20Vin%C3%ADlico&query_place_id=ChIJcevPh4ZfzpQRE-HfO8wBjFc,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Hausz Teresina,"Av. Ininga, 775",Teresina,Piauí,Brazil,+55 86 98195-5211,,,,Loja de pisos,Loja de pisos | Loja de eletrodomésticos | Loja de Iluminação | Loja de papel de parede | Loja de cortinas e persianas,4.5,4.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Hausz%20Teresina&query_place_id=ChIJMzxzFig5jgcRsMUAmOc8U5c,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Nero Pisos e Revestimentos,"Av. Ville Roy, 3322",Boa Vista,Roraima,Brazil,+55 95 99164-1598,,,,Loja de pisos,Loja de pisos,5.0,4.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Nero%20Pisos%20e%20Revestimentos&query_place_id=ChIJF6wzN94Jk40Rzlj52A7svaE,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Amazon Pisos e Blocos,"R. Santilha de, R. Odílio D'oliveira Cruz, S/N",Boa Vista,RR,Brazil,+55 95 3628-1483,,,,Loja de pisos,Loja de pisos,4.3,4.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Amazon%20Pisos%20e%20Blocos&query_place_id=ChIJX5BH1mgDk40RpBhR_7iKZhM,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
PISO LAMINADO,"R. Cruzeiro dos Peixotos, 499",Uberlândia,Minas Gerais,Brazil,+55 34 3211-6868,,,,Loja de pisos,Loja de pisos,5.0,3.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=PISO%20LAMINADO&query_place_id=ChIJC5EzQJpHpJQRcejnqjj9bTM,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
Paulo - Fabricação de Revestimentos 3D,"R. Rio Madeira, 547",Boa Vista,Roraima,Brazil,+55 95 99164-8362,,,,Prestador de serviços de construção civil,Prestador de serviços de construção civil,4.0,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Paulo%20-%20Fabrica%C3%A7%C3%A3o%20de%20Revestimentos%203D&query_place_id=ChIJH5i-35QDk40RkdwKsJLT0ao,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
JS REVEST,"Rua A 02, 1096",Manaus,Amazonas,Brazil,+55 92 98709-5755,,,,Serviço de acabamento de pisos,Serviço de acabamento de pisos,5.0,1.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=JS%20REVEST&query_place_id=ChIJ3-d4byEFbJIRRujFSVIH-xs,,2026-06-01T09:36:46,7,medium_b2b,flooring/revestimentos signal; phone available; strong rating
